CaptureSite,ForagingGround,CaptureMethod,Species,Sex,Status,CaptureSiteCategory,Type,year,week_of_year,year_woy
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,14,200414
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,12,200812
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,16,201616
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,48,200748
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,49,200849
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,16,201416
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,39,201439
20,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,33,201433
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,29,201429
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,8,201508
11,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,52,200952
20,Creek,Longline,Species_5,Unknown, notch on ninth RMS,CaptureSiteCategory_0,Type_0,2017,19,201719
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,23,201523
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,49,201249
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,41,201641
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,34,201634
27,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,7,201707
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,5,201605
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,22,201422
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,30,201430
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,44,201544
5,Creek,Longline,Species_5,Unknown,Admitted,CaptureSiteCategory_4,Type_0,2012,26,201226
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,45,201745
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,34,201434
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,42,201442
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,49,201649
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,37,200437
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,7,201607
23,Creek,Jarife,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,32,201532
27,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,47,201147
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,35,201735
0,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,49,201649
23,Creek,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,17,201317
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,47,201347
10,Ocean,Net,Species_5,Unknown,,CaptureSiteCategory_2,Type_1,2003,20,200320
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,12,201312
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,20,200620
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,35,200335
19,Ocean,Net,Species_5,,Released,CaptureSiteCategory_2,Type_1,2011,39,201139
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,9,201209
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,29,201729
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,42,201842
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2008,17,200817
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,14,201814
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,2,201702
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,44,201444
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,44,201344
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,23,201523
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,31,201131
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2010,8,201008
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,24,201824
9,Ocean,Net,Species_6,,Released,CaptureSiteCategory_1,Type_1,2011,50,201150
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,33,200633
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,41,201641
8,Ocean,Net,Species_6,,Released,CaptureSiteCategory_1,Type_1,2011,50,201150
19,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,26,201826
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2003,14,200314
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,50,201150
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,5,201605
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,22,200722
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,51,201251
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,12,201412
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,18,200718
9,Ocean,Jarife,Species_5,Male,Released,CaptureSiteCategory_1,Type_1,2016,46,201646
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,13,201113
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,46,200746
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,4,200804
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,40,201240
23,Creek,Longline,Species_4,,,CaptureSiteCategory_0,Type_0,2009,28,200928
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,53,201553
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,37,201237
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,38,201738
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,8,201708
19,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,25,201525
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,7,201607
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,4,201104
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,50,201350
23,Creek,Net,Species_5,Female,Released,CaptureSiteCategory_0,Type_0,2014,46,201446
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,20,201820
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,18,201518
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,16,200416
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,11,201311
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,18,201518
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,40,201740
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,25,201425
21,Creek,Longline,Species_5,,Released,CaptureSiteCategory_0,Type_0,2012,4,201204
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2011,14,201114
24,Ocean,Jarife,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,41,201341
16,Creek,Net,Species_5,,Admitted,CaptureSiteCategory_4,Type_0,2011,44,201144
12,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,33,200933
8,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,40,201640
9,Ocean,Net,Species_5,,Released,CaptureSiteCategory_1,Type_1,2011,51,201151
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,30,201530
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,45,201445
19,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,45,201245
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,48,201848
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,3,201003
11,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,24,200724
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,34,201734
25,Creek,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,40,201440
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,17,201117
25,Creek,Longline,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,41,201141
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,45,201245
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,12,201212
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,23,201523
28,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2010,11,201011
9,Ocean,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,23,201323
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,50,201650
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,10,201310
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,46,201746
16,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2010,2,201002
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,45,201845
20,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,10,201410
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,52,201752
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2004,12,200412
11,Creek,Net,Species_5,Unknown, light green alage on shell& old scar from fishing line entanglement on LFF,CaptureSiteCategory_0,Type_0,2003,47,200347
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,22,201122
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,13,201213
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,46,200846
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,41,200541
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,46,200646
17,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2011,19,201119
10,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2008,13,200813
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,31,201831
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,7,201507
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,43,201243
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,37,201337
13,Ocean,stranded,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,41,201441
3,Ocean,Net,Species_5,Unknown, 3 sm ingrowing bs 3RLS,CaptureSiteCategory_2,Type_1,2003,31,200331
1,Ocean,Net,Species_5,,Released,CaptureSiteCategory_2,Type_1,2011,43,201143
12,Ocean,Not_Recorded,Species_5,,,CaptureSiteCategory_2,Type_1,2008,31,200831
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,36,201036
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,42,200242
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,45,201745
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,1,201701
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,29,200629
4,Ocean,Longline,Species_6,Female,Released,CaptureSiteCategory_2,Type_1,2016,26,201626
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,30,201030
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,50,201450
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,51,201651
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,42,201742
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,31,201431
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,13,201113
26,Ocean,Beached,Species_7,Unknown,Admitted,CaptureSiteCategory_3,Type_1,2007,32,200732
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,40,201440
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,9,201609
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,28,200628
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,7,201407
23,Creek,Longline,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2001,37,200137
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2006,38,200638
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,6,201306
21,Creek,Longline,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,48,201148
9,Ocean,Net,Species_5,,two healed scratches on 1st and between 3rd and 4th central scutes.,CaptureSiteCategory_1,Type_1,2009,50,200950
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,3,201403
25,Creek,Net,Species_5,Unknown, 2 b's on plastron& green algae growth over shell& old b scar 3 LLS& 11 LMS has 2 small chips& small b on top of head. Old tag scar LRF,CaptureSiteCategory_0,Type_0,2003,24,200324
9,Ocean,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,44,201344
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,30,201330
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,45,200745
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,52,200252
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,49,201849
20,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,15,201415
19,Ocean,longline,Species_4,Male,Released,CaptureSiteCategory_2,Type_1,2017,29,201729
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,15,201315
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,47,201047
20,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2011,20,201120
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,46,201446
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,47,200747
3,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,34,201834
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,26,201326
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,49,200749
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,47,201447
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,5,201405
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,32,201532
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,10,200710
27,Creek,Net,Species_5,Unknown, 2Bs 3RLS,CaptureSiteCategory_0,Type_0,2001,1,200101
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,27,201727
12,Ocean,Net,Species_5,Unknown,,CaptureSiteCategory_2,Type_1,2004,50,200450
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,11,200211
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,2,201102
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,37,200637
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,49,201349
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,27,201327
27,Creek,Not_Recorded,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,1999,18,199918
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,2,201502
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,11,200911
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,37,201237
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,43,200743
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,15,200915
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,11,200511
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,37,201337
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,38,201738
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,43,201743
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,5,201305
27,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2012,1,201201
13,Ocean,Net,Species_5,Unknown, ,CaptureSiteCategory_2,Type_1,2003,33,200333
9,Ocean,Net,Species_6,Unknown, deformed third CS,CaptureSiteCategory_1,Type_1,2017,21,201721
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,48,201448
23,Creek,Net,Species_6,Unknown, pinky skin colour on underside of rear flips +tail areas,CaptureSiteCategory_0,Type_0,2001,13,200113
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,30,200330
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,49,201249
3,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,28,201428
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,40,201440
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,25,201325
19,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,13,201413
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,47,201247
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,7,200607
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,21,200621
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,32,201832
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,35,201835
21,Creek,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_0,Type_0,2013,35,201335
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,42,201442
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,39,200939
4,Ocean,Net,Species_5,Unknown, massive neck wounds to top of neck - looks like spear wound into right of neck& with machete wound to top of neck (open) but started healing& bone in tact,CaptureSiteCategory_2,Type_1,2003,35,200335
16,Creek,Not_Recorded,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,1999,28,199928
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,9,201309
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,41,200541
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,43,201243
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,24,201724
1,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,3,201603
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,46,201446
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,8,201508
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,42,201842
9,Ocean,Net,Species_6,,,CaptureSiteCategory_1,Type_1,2010,42,201042
5,Creek,Net,Species_6,Unknown, 2nd& 3rd left LS,CaptureSiteCategory_4,Type_0,2001,25,200125
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,46,201346
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,19,200219
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,49,200749
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,42,201542
11,Creek,Not_Recorded,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2000,29,200029
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,23,201823
3,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,30,201130
25,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,46,201546
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,49,201649
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,44,201444
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,9,201409
4,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,36,201136
19,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,46,200946
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,47,201447
1,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,50,201350
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,41,200641
22,Creek,Net,Species_6,,Released,CaptureSiteCategory_4,Type_0,2012,3,201203
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,47,201847
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,7,201807
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2001,44,200144
9,Ocean,Net,Species_6,Unknown,,CaptureSiteCategory_1,Type_1,2001,37,200137
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,19,201519
23,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,48,201148
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,52,201152
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,50,201750
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,46,201646
8,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,2,201702
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,7,200907
5,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2009,17,200917
